id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,loan_year,default_rate_indicator,income_to_loan_ratio
1368311,2012,2012-07-01,1092013,1.0,RENT,1,Low,57000,1,5600,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,12.12,B,2,23.07,2808.91,1937.36,205.19,186.33,leinster,-2791.09,1,2012,0.15946336078797657,10.178571428571429
1110688,2012,2012-02-01,1052012,9.0,MORTGAGE,3,Low,80000,1,30000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,20.89,F,6,18.15,3445.55,875.2,1022.96,809.75,ulster,-26554.45,1,2012,0.15946336078797657,2.6666666666666665
3156860,2013,2013-02-01,1112014,3.0,MORTGAGE,3,Low,56000,1,24925,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.12,B,2,19.16,29515.29353,24925.0,0.0,555.96,cannught,4590.293529999999,0,2013,0.13883089770354906,2.246740220661986
672089,2011,2011-02-01,1032015,10.0,RENT,1,Medium,155000,2,30000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.88,E,5,9.89,44975.03673,30000.0,0.0,759.85,leinster,14975.03673,0,2011,0.15083210448704445,5.166666666666667
7688329,2013,2013-10-01,1022015,4.0,RENT,1,Low,37000,1,6250,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,19.52,D,4,18.29,3692.0,2337.48,0.0,230.75,Northern-Irl,-2558.0,1,2013,0.13883089770354906,5.92
37207243,2014,2014-12-01,1012016,10.0,MORTGAGE,3,Low,72000,1,9600,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,17.69,4000.8,2736.94,0.0,332.75,cannught,-5599.2,0,2014,0.07904642409033877,7.5
31828095,2014,2014-10-01,1122015,6.05,MORTGAGE,3,Low,70000,1,16000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.69,A,1,14.69,6980.56,5789.23,0.0,499.1,Northern-Irl,-9019.439999999999,0,2014,0.07904642409033877,4.375
7666845,2013,2013-10-01,1012016,10.0,MORTGAGE,3,Low,56000,1,24575,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.99,B,2,19.59,22035.23,17583.76,0.0,816.13,leinster,-2539.7700000000004,0,2013,0.13883089770354906,2.278738555442523
3354110,2013,2013-02-01,1012016,10.0,MORTGAGE,3,Low,36000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,13.11,B,2,30.9,17711.71,14495.45,0.0,506.21,ulster,2711.709999999999,0,2013,0.13883089770354906,2.4
28522759,2014,2014-10-01,1012016,8.0,OWN,2,Low,42000,1,12550,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,25.57,F,6,23.52,5588.55,1835.7,0.0,372.57,Northern-Irl,-6961.45,0,2014,0.07904642409033877,3.346613545816733
36069308,2014,2014-12-01,1012016,0.5,MORTGAGE,3,Low,80000,1,13425,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,9.49,B,2,18.08,5570.31,4415.18,0.0,429.98,cannught,-7854.69,0,2014,0.07904642409033877,5.95903165735568
6310890,2013,2013-08-01,1012016,0.5,RENT,1,Low,85000,1,29175,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,24.89,F,6,23.93,24771.19,9777.84,0.0,854.45,leinster,-4403.810000000001,0,2013,0.13883089770354906,2.9134532990574122
8064844,2013,2013-10-01,1012016,10.0,RENT,1,Low,67000,1,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.52,D,4,14.26,17075.59,7979.42,0.0,655.69,ulster,-7924.41,0,2013,0.13883089770354906,2.68
32058400,2014,2014-11-01,1012016,6.05,MORTGAGE,3,Medium,110000,2,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.49,B,2,3.89,5602.81,4143.96,0.0,401.39,Northern-Irl,-6397.19,0,2014,0.07904642409033877,9.166666666666666
6158053,2013,2013-07-01,1122015,10.0,OWN,2,Low,65000,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.64,B,2,11.46,8496.91,7016.51,0.0,293.12,leinster,-503.09000000000015,0,2013,0.13883089770354906,7.222222222222222
421211,2009,2009-07-01,1032012,2.0,RENT,1,Medium,112000,2,10000,36,1,INDIVIDUAL,1,medical,9,Low,1,GOOD LOAN,0,11.26,B,2,16.29,11799.11,10000.0,0.0,328.64,leinster,1799.1100000000006,0,2009,0.14492753623188406,11.2
9765931,2013,2013-12-01,1012016,2.0,MORTGAGE,3,Medium,185000,2,19800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.9,A,1,10.26,14869.2,12674.11,0.0,619.55,Northern-Irl,-4930.799999999999,0,2013,0.13883089770354906,9.343434343434344
1459623,2012,2012-08-01,1072013,10.0,RENT,1,Low,49000,1,4800,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,21.62,5381.28,4800.0,0.0,167.13,leinster,581.2799999999997,0,2012,0.15946336078797657,10.208333333333334
3625301,2013,2013-03-01,1052015,7.0,RENT,1,Low,62000,1,12000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.16,B,2,14.79,13797.61,12000.0,0.0,388.11,cannught,1797.6100000000006,0,2013,0.13883089770354906,5.166666666666667
34493892,2014,2014-11-01,1042015,4.0,RENT,1,Low,100000,1,2400,36,1,INDIVIDUAL,1,vacation,11,High,2,GOOD LOAN,0,15.59,D,4,17.24,2524.08,2400.0,0.0,83.9,ulster,124.07999999999993,0,2014,0.07904642409033877,41.666666666666664
597091,2010,2010-10-01,1112013,10.0,RENT,1,Low,38400,1,3600,36,1,INDIVIDUAL,1,vacation,11,High,2,GOOD LOAN,0,13.61,C,3,4.84,4403.36,3600.0,0.0,122.36,ulster,803.3599999999997,0,2010,0.14953933380581147,10.666666666666666
456556,2009,2009-11-01,1112012,5.0,RENT,1,Low,53000,1,10000,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,8.59,A,1,15.31,11379.67,10000.0,0.0,316.11,Northern-Irl,1379.67,0,2009,0.14492753623188406,5.3
5855240,2013,2013-07-01,1072015,10.0,MORTGAGE,3,Low,82000,1,11000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.55,B,2,23.24,12825.25869,11000.0,0.0,363.0,ulster,1825.2586900000006,0,2013,0.13883089770354906,7.454545454545454
3626547,2013,2013-03-01,1062014,10.0,MORTGAGE,3,Low,31000,1,9500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.11,B,2,6.27,10794.86376,9500.0,0.0,320.6,cannught,1294.8637600000002,0,2013,0.13883089770354906,3.263157894736842
3676599,2013,2013-03-01,1062013,7.0,OWN,2,Low,30000,1,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.11,B,2,6.16,7224.17,7000.0,0.0,236.23,munster,224.17000000000007,0,2013,0.13883089770354906,4.285714285714286
28583410,2014,2014-10-01,1012016,1.0,MORTGAGE,3,Low,73000,1,10000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.49,B,2,14.47,3373.95,1950.92,0.0,224.93,cannught,-6626.05,0,2014,0.07904642409033877,7.3
30806051,2014,2014-10-01,1012016,10.0,RENT,1,Low,33000,1,8800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,10.4,4315.53,3319.64,0.0,288.06,ulster,-4484.47,0,2014,0.07904642409033877,3.75
351294,2008,2008-07-01,1072011,1.0,RENT,1,Low,43000,1,7500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.61,D,4,11.72,9046.6,7499.99,0.0,251.3,ulster,1546.6000000000004,0,2008,0.19186046511627908,5.733333333333333
1044207,2011,2011-11-01,1122013,10.0,RENT,1,Low,36000,1,8400,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.64,E,5,18.47,10682.86,8400.0,0.0,306.39,munster,2282.8600000000006,0,2011,0.15083210448704445,4.285714285714286
3161460,2013,2013-01-01,1072014,10.0,MORTGAGE,3,Low,40000,1,17625,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,16.29,C,3,23.67,21501.12402,17625.0,0.0,431.33,leinster,3876.1240199999993,0,2013,0.13883089770354906,2.269503546099291
28863599,2014,2014-10-01,1012016,3.0,MORTGAGE,3,Low,41600,1,14000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.67,B,2,8.71,4627.42,2778.52,0.0,309.1,cannught,-9372.58,0,2014,0.07904642409033877,2.9714285714285715
1066301,2012,2012-01-01,1012015,0.5,RENT,1,Low,57000,1,9500,36,1,INDIVIDUAL,1,car,2,Low,1,GOOD LOAN,0,7.9,A,1,14.93,10700.60391,9500.0,0.0,297.26,leinster,1200.6039099999998,0,2012,0.15946336078797657,6.0
9858186,2013,2013-12-01,1122015,10.0,MORTGAGE,3,Low,29000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.53,B,2,25.79,8146.54,6208.6,0.0,339.5,leinster,-1853.46,0,2013,0.13883089770354906,2.9
6917211,2013,2013-09-01,1012016,2.0,RENT,1,Low,70000,1,3600,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,18.85,D,4,19.54,3687.32,2617.26,0.0,131.69,leinster,87.32000000000016,0,2013,0.13883089770354906,19.444444444444443
7440783,2013,2013-10-01,1092015,10.0,RENT,1,Low,73000,1,11525,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,9.99,B,2,6.87,12552.09,11143.75,0.0,371.83,leinster,1027.0900000000001,1,2013,0.13883089770354906,6.334056399132321
10084876,2013,2013-12-01,1012016,4.0,RENT,1,Low,48000,1,19075,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,13.98,C,3,13.31,15641.37,11814.99,0.0,651.76,Northern-Irl,-3433.629999999999,0,2013,0.13883089770354906,2.5163826998689385
612510,2010,2010-11-01,1032012,7.0,MORTGAGE,3,Medium,200000,2,25000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.57,D,4,23.78,29275.62,25000.0,0.0,873.63,munster,4275.619999999999,0,2010,0.14953933380581147,8.0
31377423,2014,2014-10-01,1012016,3.0,RENT,1,Low,95000,1,24000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.17,B,2,16.47,13956.51,11846.26,0.0,765.1,munster,-10043.49,0,2014,0.07904642409033877,3.9583333333333335
4574756,2013,2013-05-01,1012016,6.05,RENT,1,Low,34900,1,10000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,19.05,D,4,19.19,11732.12,8585.77,0.0,366.82,ulster,1732.1200000000008,0,2013,0.13883089770354906,3.49
31416945,2014,2014-10-01,1012016,2.0,MORTGAGE,3,Low,76220,1,12000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,4.05,4449.9,2126.95,0.0,298.17,ulster,-7550.1,0,2014,0.07904642409033877,6.351666666666667
31096117,2014,2014-10-01,1122014,10.0,MORTGAGE,3,Low,60000,1,17225,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,22.15,E,5,23.66,18067.41,17225.0,0.0,659.17,Northern-Irl,842.4099999999999,0,2014,0.07904642409033877,3.483309143686502
9024798,2013,2013-12-01,1012016,3.0,MORTGAGE,3,Low,49000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.9,A,1,22.19,15644.61,13380.1,0.0,625.81,cannught,-4355.389999999999,0,2013,0.13883089770354906,2.45
5765034,2013,2013-06-01,1022014,10.0,RENT,1,Low,42000,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,9.56,18695.92726,18000.0,0.0,421.92,leinster,695.9272600000004,0,2013,0.13883089770354906,2.3333333333333335
1706365,2012,2012-11-01,1062014,4.0,RENT,1,Low,63500,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.0,E,5,17.84,23410.17758,18000.0,0.0,486.97,leinster,5410.17758,0,2012,0.15946336078797657,3.5277777777777777
10117614,2013,2013-12-01,1062014,6.0,RENT,1,Low,55000,1,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.67,B,2,30.71,7268.363128,7000.0,0.0,224.79,munster,268.36312799999996,0,2013,0.13883089770354906,7.857142857142857
1442484,2012,2012-11-01,1092014,2.0,RENT,1,Low,80000,1,12700,36,1,INDIVIDUAL,1,vacation,11,Low,1,GOOD LOAN,0,6.62,A,1,0.7,13816.65164,12700.0,0.0,389.94,Northern-Irl,1116.65164,0,2012,0.15946336078797657,6.299212598425197
5939050,2013,2013-07-01,1022015,10.0,MORTGAGE,3,High,789000,3,5000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,6.62,A,1,1.42,5410.429395,5000.0,0.0,153.52,Northern-Irl,410.4293950000001,0,2013,0.13883089770354906,157.8
31076043,2014,2014-10-01,1092015,0.5,RENT,1,Low,75000,1,21000,60,2,INDIVIDUAL,1,major_purchase,8,High,2,BAD LOAN,1,14.99,C,3,9.58,5507.58,2777.89,0.0,499.48,munster,-15492.42,1,2014,0.07904642409033877,3.5714285714285716
2078574,2012,2012-11-01,1112015,2.0,MORTGAGE,3,Low,33280,1,11625,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.33,C,3,23.15,14370.4257,11625.0,0.0,399.19,ulster,2745.4257,0,2012,0.15946336078797657,2.862795698924731
1211274,2012,2012-04-01,1062014,0.5,MORTGAGE,3,Low,35000,1,17050,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.65,C,3,10.97,21230.5978,17050.0,0.0,402.5,cannught,4180.5978,0,2012,0.15946336078797657,2.0527859237536656
9835424,2013,2013-12-01,1122015,9.0,MORTGAGE,3,Low,60000,1,9600,36,1,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,16.24,C,3,11.54,8127.38,5872.22,0.0,338.65,cannught,-1472.62,1,2013,0.13883089770354906,6.25
1190432,2012,2012-03-01,1032015,2.0,RENT,1,Medium,145000,2,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.67,B,2,6.49,24490.00947,20000.0,0.0,680.36,ulster,4490.009470000001,0,2012,0.15946336078797657,7.25
7446666,2013,2013-10-01,1012016,3.0,RENT,1,Low,22000,1,6250,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,25.15,5520.33,4487.72,0.0,204.59,cannught,-729.6700000000001,0,2013,0.13883089770354906,3.52
34462958,2014,2014-11-01,1122015,7.0,MORTGAGE,3,Low,70000,1,3000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,8.19,A,1,8.79,3193.67,3000.0,0.0,94.28,leinster,193.67000000000007,0,2014,0.07904642409033877,23.333333333333332
6646524,2013,2013-08-01,1122015,1.0,RENT,1,Low,45000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.68,C,3,6.75,19052.06,14825.07,0.0,680.45,leinster,-947.9399999999987,0,2013,0.13883089770354906,2.25
6533878,2013,2013-08-01,1072014,5.0,MORTGAGE,3,Medium,115000,2,14000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,11.55,B,2,9.49,6500.23,3776.13,1420.93,462.0,leinster,-7499.77,1,2013,0.13883089770354906,8.214285714285714
33390671,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,72800,1,9000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.67,B,2,24.92,4159.44,3133.2,0.0,297.52,Northern-Irl,-4840.56,0,2014,0.07904642409033877,8.088888888888889
2305331,2012,2012-12-01,1122015,10.0,RENT,1,Low,100000,1,16425,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.8,C,3,10.99,14314.04,8286.11,0.0,397.69,Northern-Irl,-2110.959999999999,0,2012,0.15946336078797657,6.0882800608828
36451179,2014,2014-12-01,1102015,3.0,MORTGAGE,3,Low,70000,1,22400,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,8.67,B,2,8.83,4603.31,3095.0,0.0,461.41,Northern-Irl,-17796.69,1,2014,0.07904642409033877,3.125
8666312,2013,2013-11-01,1012016,4.0,RENT,1,Low,49000,1,10000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.2,D,4,17.41,6773.05,3209.34,0.0,260.51,leinster,-3226.95,0,2013,0.13883089770354906,4.9
3638438,2013,2013-03-01,1022015,10.0,MORTGAGE,3,Low,82000,1,24525,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.9,A,1,14.4,27216.73,24525.0,0.0,767.4,Northern-Irl,2691.7299999999996,0,2013,0.13883089770354906,3.343527013251784
6299461,2013,2013-08-01,1062015,10.0,MORTGAGE,3,Low,43000,1,13000,36,1,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,19.52,D,4,22.83,10581.45,7027.06,0.0,479.96,cannught,-2418.5499999999993,1,2013,0.13883089770354906,3.3076923076923075
1695818,2012,2012-11-01,1112015,5.0,OWN,2,Low,67684,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,13.17,18542.51826,15000.0,0.0,515.08,Northern-Irl,3542.5182600000007,0,2012,0.15946336078797657,4.512266666666667
6565093,2013,2013-08-01,1012016,5.0,MORTGAGE,3,Low,45000,1,16500,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.71,B,2,21.09,10086.31,6978.61,0.0,348.23,leinster,-6413.6900000000005,0,2013,0.13883089770354906,2.727272727272727
32209192,2014,2014-10-01,1122015,0.5,RENT,1,Low,63000,1,10000,60,2,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,18.24,D,4,16.37,3563.37,1597.37,0.0,255.25,ulster,-6436.63,0,2014,0.07904642409033877,6.3
31888259,2014,2014-10-01,1122015,10.0,RENT,1,Low,42000,1,3000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,D,4,17.91,1466.0,1004.44,0.0,104.9,ulster,-1534.0,0,2014,0.07904642409033877,14.0
3195928,2013,2013-02-01,1022014,1.0,MORTGAGE,3,Low,94500,1,21000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.09,B,2,25.28,23576.27,21000.0,0.0,718.65,ulster,2576.2700000000004,0,2013,0.13883089770354906,4.5
404870,2009,2009-05-01,1062012,2.0,RENT,1,Low,30000,1,3000,36,1,INDIVIDUAL,1,medical,9,Low,1,GOOD LOAN,0,10.95,B,2,13.32,3530.79,3000.0,0.0,98.15,ulster,530.79,0,2009,0.14492753623188406,10.0
28654251,2014,2014-10-01,1012016,2.0,MORTGAGE,3,Medium,125000,2,30000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,39.66,11181.3,5317.3,0.0,745.42,munster,-18818.7,0,2014,0.07904642409033877,4.166666666666667
8185372,2013,2013-10-01,1062014,5.0,MORTGAGE,3,Low,95000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.3,C,3,5.18,10776.38492,10000.0,0.0,343.24,ulster,776.3849200000004,0,2013,0.13883089770354906,9.5
36360886,2014,2014-12-01,1072015,6.0,MORTGAGE,3,Low,50000,1,14975,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.54,E,5,17.28,16609.23,14975.0,0.0,545.45,cannught,1634.2299999999996,0,2014,0.07904642409033877,3.33889816360601
35803910,2014,2014-11-01,1122015,9.0,MORTGAGE,3,Low,56000,1,14000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.39,C,3,23.21,6448.35,4881.61,0.0,467.62,cannught,-7551.65,0,2014,0.07904642409033877,4.0
1548257,2012,2012-09-01,1082014,9.0,MORTGAGE,3,Low,68000,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.49,E,5,13.2,24522.72907,18000.0,0.0,491.94,ulster,6522.729070000001,0,2012,0.15946336078797657,3.7777777777777777
9745094,2013,2013-12-01,1012016,6.05,OWN,2,Low,45672,1,12000,36,1,INDIVIDUAL,1,medical,9,Low,1,GOOD LOAN,0,12.85,B,2,0.53,9682.86,7479.23,0.0,403.47,cannught,-2317.1399999999994,0,2013,0.13883089770354906,3.806
868539,2011,2011-09-01,1092014,6.05,RENT,1,Low,47000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,8.49,A,1,22.16,17042.12279,15000.0,0.0,473.45,ulster,2042.1227900000013,0,2011,0.15083210448704445,3.1333333333333333
27700934,2014,2014-10-01,1062015,10.0,MORTGAGE,3,Low,65000,1,24625,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,22.15,E,5,34.38,5491.87,1938.9,0.0,682.22,ulster,-19133.13,1,2014,0.07904642409033877,2.6395939086294415
26379194,2014,2014-09-01,1082015,3.0,MORTGAGE,3,Low,75000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.12,A,1,27.36,12697.15,12000.0,0.0,371.19,leinster,697.1499999999996,0,2014,0.07904642409033877,6.25
8905993,2013,2013-11-01,1112015,9.0,RENT,1,Low,80000,1,16800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.99,B,2,18.14,19977.65999,16800.0,0.0,565.98,ulster,3177.65999,0,2013,0.13883089770354906,4.761904761904762
9154709,2013,2013-11-01,1122015,7.0,RENT,1,Medium,110000,2,17000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,15.1,C,3,16.8,17150.63,13514.88,0.0,590.15,Northern-Irl,150.63000000000102,0,2013,0.13883089770354906,6.470588235294118
1151861,2012,2012-03-01,1032015,6.05,RENT,1,Low,42000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.27,D,4,18.26,10298.98483,8000.0,0.0,286.3,ulster,2298.9848299999994,0,2012,0.15946336078797657,5.25
4167200,2013,2013-04-01,1092013,10.0,MORTGAGE,3,Low,67200,1,15000,36,1,INDIVIDUAL,1,moving,10,High,2,GOOD LOAN,0,21.0,E,5,24.84,16258.66,15000.0,0.0,565.13,Northern-Irl,1258.6599999999999,0,2013,0.13883089770354906,4.48
6725830,2013,2013-08-01,1012016,6.0,OWN,2,Low,79000,1,12000,60,2,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,16.78,C,3,11.29,8607.78,4575.24,0.0,296.82,cannught,-3392.2199999999993,0,2013,0.13883089770354906,6.583333333333333
1152320,2012,2012-02-01,1102014,0.5,RENT,1,Low,74400,1,2000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.22,D,4,12.87,2626.374409,2000.0,0.0,73.54,munster,626.374409,0,2012,0.15946336078797657,37.2
6807863,2013,2013-08-01,1122013,10.0,MORTGAGE,3,Low,94000,1,15000,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,15.22,C,3,9.05,15558.09,15000.0,0.0,521.6,ulster,558.0900000000001,0,2013,0.13883089770354906,6.266666666666667
1504437,2012,2012-09-01,1092014,6.0,RENT,1,Low,41800,1,10500,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.09,B,2,22.85,12622.32274,10500.0,0.0,359.33,leinster,2122.3227399999996,0,2012,0.15946336078797657,3.980952380952381
1362909,2012,2012-06-01,1072015,7.0,RENT,1,Low,35000,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,20.38,11976.69205,10000.0,0.0,332.72,Northern-Irl,1976.6920499999997,0,2012,0.15946336078797657,3.5
34293295,2014,2014-11-01,1012016,10.0,MORTGAGE,3,Low,59000,1,23600,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.66,C,3,22.62,7593.9,4168.37,0.0,544.98,Northern-Irl,-16006.1,0,2014,0.07904642409033877,2.5
32370182,2014,2014-10-01,1122015,10.0,MORTGAGE,3,Low,70000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.17,B,2,18.98,8915.93,7134.07,0.0,637.58,cannught,-11084.07,0,2014,0.07904642409033877,3.5
1539232,2012,2012-09-01,1092015,7.0,RENT,1,Low,34000,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.14,B,2,25.8,11809.60411,10000.0,0.0,328.06,ulster,1809.6041100000002,0,2012,0.15946336078797657,3.4
7695992,2013,2013-10-01,1102015,10.0,MORTGAGE,3,Medium,108000,2,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.2,C,3,20.37,30792.39004,24000.0,0.0,586.19,cannught,6792.390039999998,0,2013,0.13883089770354906,4.5
35998659,2014,2014-12-01,1012016,4.0,MORTGAGE,3,Medium,173000,2,35000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,9.49,B,2,15.39,14535.96,11510.73,0.0,1120.99,Northern-Irl,-20464.04,0,2014,0.07904642409033877,4.942857142857143
892351,2011,2011-09-01,1052012,10.0,RENT,1,Medium,164000,2,8000,36,1,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,6.62,A,1,4.4,8285.2,8000.0,0.0,245.63,cannught,285.2000000000007,0,2011,0.15083210448704445,20.5
1055701,2011,2011-12-01,1032014,5.0,MORTGAGE,3,Low,35000,1,12000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,8.9,A,1,10.35,13581.88465,12000.0,0.0,381.04,Northern-Irl,1581.88465,0,2011,0.15083210448704445,2.9166666666666665
806736,2011,2011-07-01,1072014,4.0,MORTGAGE,3,Low,33000,1,8000,36,1,INDIVIDUAL,1,small_business,3,Low,1,GOOD LOAN,0,7.49,A,1,2.11,8954.422488,8000.0,0.0,248.82,leinster,954.4224880000002,0,2011,0.15083210448704445,4.125
1445903,2012,2012-08-01,1112013,10.0,MORTGAGE,3,Medium,115000,2,21000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,18.49,D,4,11.71,22463.97,21000.0,0.0,764.38,Northern-Irl,1463.9700000000012,0,2012,0.15946336078797657,5.476190476190476
